,id_especie,nome_cientifico,nome_popular_1,genero,especie,familia,densidade_basica,contracao_tangencial,contracao_radial,contracao_volumetrica,relacao_tangencial_radial,flexao_seca_moe,flexao_seca_mor,compressao_paralela_seca,dureza_janka_paralela_seca,dureza_janka_transversal_seca,cisalhamento_seca,cor_cerne_classificacao,textura,gra,brilho,cerne_alburno,figura_tangencial,secagem_duracao_dias
189,247,Tachigali cavipes,TAXI-BRANCO,Tachigali,cavipes,Caesalpiniaceae,0.4,6.3,4.56,9.66,1.38,10.2,82.28,44.42,4520.88,3638.28,8.63,cinza,média,revessa,acentuado,pouco distintos,"em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas",
190,248,Tachigali multijuga,TAXI-PRETO / ZIQUITA,Tachigali,multijuga,Caesalpiniaceae,0.57,7.42,4.23,12.76,1.75,,97.97,59.92,5834.97,5187.73,11.47,marrom,média,revessa e ondulada,acentuado,distintos,"em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas",
191,252,Tachigali sp,PAU-PONGA,Tachigali,sp,Caesalpiniaceae,0.48,6.97,4.06,11.89,1.72,10.59,95.42,46.97,6609.7,4530.68,11.87,marrom,média,revessa,acentuado,pouco distintos,"em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas",
192,151,Vatairea guianensis,FAVEIRA-AMARGOSA,Vatairea,guianensis,Fabaceae,0.64,9.72,4.8,14.8,2.03,13.34,110.72,57.37,7355.01,6815.64,10.0,marrom,grossa,direita a revessa,moderado,distintos,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",9
193,269,Virola multicostata,UCUÚBA / VIROLA,Virola,multicostata,Myristicaceae,,8.36,2.57,,3.25,10.0,56.88,37.95,3196.98,2206.5,6.37,marrom,fina a média,direita,moderado,indistintos,"em forma de `U´ e em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas",
194,270,Virola surinamensis,VIROLA / UCUÚBA-CHEIrosa,Virola,surinamensis,Myristicaceae,0.35,8.58,3.24,11.96,2.65,8.53,57.76,35.5,4020.74,2775.29,8.63,marrom,fina a média,direita,moderado,indistintos,"em forma de `U´ e em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas",
195,267,Virola surinamensis = Virola carinata,UCUÚBA-DA-MATA,Virola,surinamensis,Myristicaceae,0.38,9.61,4.46,13.88,2.15,10.0,62.08,39.42,,,5.59,marrom,fina a média,direita,moderado,distintos,"em forma de `U´ e em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas",36
196,182,Parahancornia fasciculata = Parahancornia amapa,AMAPA AMARGOSO,Parahancornia,fasciculata,Apocynaceae,0.46,6.8,3.7,10.7,1.84,11.08,89.04,45.9,5295.6,3510.79,9.61,branca,fina,revessa,ausente,indistintos,"pouco destacada, causada pelas linhas vasculares",6
197,284,Alexa grandiflora,MELANCIEIRA  ,Alexa,grandiflora,Fabaceae,0.6,9.9,4.7,14.5,2.11,13.04,109.25,58.25,7531.53,6335.11,11.96,amarela,média a grossa,cruzada ondulada,,indistintos,ausente,21
198,11,Anacardium spruceanum,CAJUAÇU,Anacardium,spruceanum,Anacardiaceae,0.42,6.0,2.9,9.4,2.07,9.81,64.14,36.48,3824.6,2490.9,6.77,branca,média,cruzada revessa,fraco,indistintos,ausente,145
199,16,Apeiba echinata,PAU-DE-JANGADA,Apeiba,echinata,Tiliaceae,0.36,6.5,2.3,9.3,2.83,6.67,52.86,31.77,3824.6,2481.09,6.18,branca,média a grossa,direita,fraco,indistintos,ausente,3
200,26,Bertholletia excelsa,CASTANHEIRA,Bertholletia,excelsa,Lecythidaceae,0.63,9.4,4.7,13.2,2.0,12.55,116.01,58.35,8070.89,6541.05,11.47,marrom,média,direita,médio,pouco distintos,forma de V,215
201,27,Bixa arborea,URUCU-DA-MATA,Bixa,arborea,Bixaceae,0.32,6.0,2.6,9.1,2.31,7.55,54.43,35.79,3883.44,1941.72,6.28,rosa,média,direita,,indistintos," Figura radial em linhas, quando presentes anéis de crescimento",3
202,34,Brosimum parinarioides,AMAPÁ-DOCE,Brosimum,parinarioides,Moraceae,0.57,7.7,4.5,12.6,1.71,11.28,102.28,56.98,7198.1,5560.38,10.0,marrom,média,cruzada revessa,,distinto na base da árvore - marrom-pálido,ausente,3
203,35,Brosimum potabile,AMAPÁ-DOCE,Brosimum,potabile,Moraceae,0.53,6.8,4.1,11.9,1.66,10.79,97.18,55.02,7247.13,5266.18,10.2,vermelha,média,cruzada revessa,,distintos,ausente,25
204,36,Brosimum rubescens,CONDURU / PAU-VERMELHO,Brosimum,rubescens,Moraceae,0.73,7.8,5.3,13.2,1.47,14.61,136.7,71.29,10493.14,9002.53,13.44,vermelha,média,cruzada revessa,,distintos,ausente,165
205,43,Buchenavia grandis = Buchenavia huberi,CUIARANA,Buchenavia,grandis,Combretaceae,0.79,9.1,6.0,14.7,1.52,15.3,154.95,83.65,13317.46,11630.72,16.38,marrom,direita, irregulares,fraco,pouco distintos,média a fina,7
206,51,Carapa guianensis,ANDIROBA,Carapa,guianensis,Meliaceae,0.59,8.1,4.4,12.6,1.84,11.77,107.19,59.72,8247.41,6276.27,10.89,marrom,média,direita a cruzada revessa,,distintos,ausente,35
207,62,Ceiba pentandra,SUMAÚMA,Ceiba,pentandra,Bombacaceae,0.29,5.5,2.7,9.3,2.04,4.41,39.13,23.73,2314.38,1510.23,3.73,branca,média a grossa,direita a cruzada irregular,fraco,indistintos,ausente,25
208,66,Copaifera duckei,COPAÍBA,Copaifera,duckei,Caesalpiniaceae,0.62,8.2,4.1,12.5,2.0,12.06,115.62,58.84,8502.39,6511.63,11.96,marrom,média,direita,médio,distintos,em linhas,6
209,68,Copaifera reticulata,COPAÍBA,Copaifera,reticulata,Caesalpiniaceae,0.62,8.2,4.1,12.5,2.0,12.06,115.62,58.84,8502.39,6511.63,11.96,marrom,média,direita,médio,distintos,em linhas,6
210,72,Cordia bicolor,FREIJÓ,Cordia,bicolor,Boraginaceae,0.49,11.7,6.3,18.0,1.86,11.87,81.3,49.92,5619.22,4285.52,7.65,marrom,média,direita,fraco,indistintos,em linhas,7
211,73,Cordia goeldiana,FREIJÓ,Cordia,goeldiana,Boraginaceae,0.48,6.6,4.1,10.6,1.61,10.2,91.4,50.7,5962.46,4432.62,8.34,marrom,média,direita a cruzada revessa,fraco,distintos,"linhas (radial), formato de chamas (tangencial)",15
212,74,Cordia sagotii,FREIJÓ,Cordia,sagotii,Boraginaceae,0.5,7.7,3.8,11.3,2.03,9.81,86.4,47.86,5148.5,3922.67,7.55,marrom,média,direita,fraco,distintos,"linhas (radial), forma de V ou chama (tangencial)",
213,77,Couratari guianensis,TAUARI,Couratari,guianensis,Lecythidaceae,0.52,6.1,3.6,10.4,1.69,11.47,104.05,53.94,6521.44,5060.24,10.2,amarela,média,direita,fraco,indistintos,ausente,3
214,117,Couratari oblongifolia,TAUARI,Couratari,oblongifolia,Lecythidaceae,0.49,6.1,3.6,10.4,1.69,10.59,88.75,46.78,5315.22,3726.54,8.53,amarela,média,direita,fraco,indistintos,ausente,35
215,80,Couratari stellata,TAUARI,Couratari,stellata,Lecythidaceae,0.65,7.8,5.8,13.4,1.34,14.32,134.06,69.14,8776.97,6962.74,12.85,marrom,média,direita,fraco,indistintos,"linhas (radial), forma de V (tangencial)",4
216,84,Diclinanona calycina,EMBIRA-preta,Diclinanona,calycina,Annonaceae,0.47,10.1,3.2,13.6,3.16,11.08,93.56,48.84,5060.24,3952.09,7.45,cinza,média,direita,forte,indistintos,forma de V (tangencial),85
217,94,Enterolobium maximum,TAMBORIL,Enterolobium,maximum,Mimosaceae,0.42,4.6,2.3,6.8,2.0,9.22,81.98,42.56,4942.56,3324.46,7.65,marrom,média,cruzada revessa,médio,distintos,ausente,45
218,96,Eriotheca longipedicellata,SUMAÚMA-DA-TERRA-FIRME,Eriotheca,longipedicellata,bombacaceae,0.45,9.8,4.5,14.9,2.18,10.4,87.77,47.66,6178.21,4599.33,8.14,marrom,média,direita a cruzada revessa,fraco,indistintos,"linhas (radial), forma de V (tangencial)",55
219,98,Erisma uncinatum,CEDRINHO,Erisma,uncinatum,Vochysiaceae,0.48,8.7,3.6,12.9,2.42,10.4,86.1,51.48,5619.22,3912.86,8.73,marrom,média,direita,fraco,distintos,ausente,55
220,132,Iryanthera grandis,UCUUBARANA,Iryanthera,grandis,Myristicaceae,0.63,8.7,5.4,13.5,1.61,12.45,106.4,59.72,5177.92,5315.22,9.61,marrom,média a fina,direita,médio,distintos,forma de V (tangencial),12
221,133,Jacaranda copaia,CAROBA / PARAPARÁ,Jacaranda,copaia,Bignoniaceae,0.31,8.2,5.4,13.9,1.52,8.73,55.11,30.69,3295.04,1882.88,5.98,branca,média,direita,fraco,indistintos,ausente,3
222,134,Joannesia heveoides,CASTANHA-DE-ARARA,Joannesia,heveoides,Euphorbiaceae,0.39,6.1,2.8,9.8,2.18,8.24,63.65,34.42,3844.22,2588.96,5.88,branca,média a grossa,direita,fraco,indistintos,ausente,3
223,135,Laetia procera,PAU-JACARÉ,Laetia,procera,Flacourtiaceae,0.68,11.3,5.4,17.2,2.09,15.3,127.09,64.72,10708.89,8551.42,13.14,amarela,média a fina,direita a cruzada ondulada,fraco,indistintos,ausente,45
224,144,Lueheopsis duckeana,AÇOITA-CAVALO,Lueheopsis,duckeana,Tiliaceae,0.64,9.3,4.7,13.7,1.98,13.53,124.64,59.82,9541.89,8012.05,11.77,marrom,média a fina,cruzada revessa,fraco,indistintos,ausente,25
225,154,Maquira sclerophylla,MUIRATINGA,Maquira,sclerophylla,Moraceae,0.57,9.4,4.2,13.7,2.24,11.28,110.72,60.61,8257.22,6178.21,11.96,branca,média,direita a cruzada revessa,fraco,indistintos,ausente,2
226,157,Mezilaurus itauba,ITAÚBA / ITAÚBA-vermelha,Mezilaurus,itauba,Lauraceae,0.7,7.9,2.6,10.5,3.04,12.06,112.19,57.17,5393.67,5795.74,10.1,oliva,média a fina,direita a cruzada ondulada,fraco,distintos,ausente,23
227,158,Mezilaurus lindaviana,ITAÚBA,Mezilaurus,lindaviana,Lauraceae,0.68,8.3,3.3,11.6,2.52,12.55,114.74,56.19,4432.62,4413.0,8.43,marrom,média a fina,direita a cruzada ondulada,fraco,distintos,ausente,185
228,176,Onychopetalum amazonicum,ENBIRA-preta,Onychopetalum,amazonicum,Annonaceae,0.64,8.7,3.9,12.7,2.23,13.73,124.05,69.63,8061.09,6815.64,10.2,amarela,média,direita,fraco,indistintos,linhas (radial),9
229,185,Parkia multijuga,FAVEIRA,Parkia,multijuga,Mimosaceae,0.38,7.0,2.9,9.8,2.41,8.63,60.61,36.97,4010.93,2971.42,8.04,branca,média,direita a cruzada revessa,médio,indistintos,ausente,25
230,193,Peltogyne cf subsessilis,ANGICO,Peltogyne,cf,Mimosaceae,0.79,8.67,4.96,13.36,1.75,15.69,158.38,118.37,12768.29,13082.1,15.49,marrom,média,direita,ausente,distintos,"destacada, causada pelas linhas vasculares",66
231,210,Protium heptaphyllum,BREU,Protium,heptaphyllum,Burseraceae,0.55,8.4,4.1,12.6,2.05,9.81,85.12,48.05,4452.23,3903.06,9.81,marrom,média a fina,direita,forte,pouco distintos,ausente,5
232,195,Pseudopiptadenia suaveolens =Piptadenia suaveolens,TIMBORANA,Pseudopiptadenia,suaveolens,Mimosaceae,0.76,8.3,5.1,13.1,1.63,15.4,146.9,78.26,8806.39,9600.73,15.89,marrom,média,cruzada irregular,moderado,pouco distintos a indistintos,em linhas vasculares e faixas causadas por destaque de anéis de crescimento,42
233,216,Qualea gracilior = Qualea cf lancifolia,MANDIOQUEIRA,Qualea,gracilior,Vochysiaceae,0.58,8.1,3.1,11.5,2.61,12.55,107.58,58.84,5746.71,4766.04,10.3,amarela,média,direita a cruzada ondulada,fraco,,em forma de V ,4
234,167,Sextonia rubra = Nectandra rubra,LOURO-VERMELHO,Sextonia,rubra,Lauraceae,0.55,7.9,3.2,11.2,2.47,10.69,77.86,49.92,3353.88,3363.69,7.35,branca,média,direita a cruzada revessa,fraco,indistintos,ausente,105
235,230,Simarouba amara,MARUPÁ,Simarouba,amara,Simaroubaceae,0.38,5.9,2.6,8.8,2.27,8.04,65.12,34.52,4305.13,2618.38,6.96,branca,média,direita,fraco,indistintos,ausente,5
236,237,Sterculia excelsa = Sterculia pilosa,XIXÁ,Sterculia,excelsa,Sterculiaceae,0.53,11.0,4.8,15.9,2.29,11.77,97.09,50.8,6207.63,5070.05,9.22,cinza,média a grossa,direita,médio,pouco distintos,ausente,3
237,239,Sterculia excelsa = Sterculia speciosa,AXIXÁ,Sterculia,excelsa,Sterculiaceae,0.53,11.0,4.8,15.9,2.29,11.77,97.09,50.8,6207.63,5070.05,9.22,cinza,média a grossa,direita,médio,pouco distintos,ausente,3
238,250,Tachigali glauca = Tachigali myrmecophila,TAXI,Tachigali,glauca,Caesalpiniaceae,0.56,7.3,4.1,11.1,1.78,10.98,104.93,56.68,7472.69,5511.35,11.96,amarela,média,cruzada irregular,forte,indistintos,linhas (radial),14
239,253,Tapirira guianensis,TATAPIRIRICA,Tapirira,guianensis,Anacardiaceae,0.5,8.3,3.6,11.5,2.31,10.89,83.06,45.31,5344.64,3961.9,10.69,rosa,média a fina,direita,fraco,indistintos,ausente,65
240,254,Terminalia amazonia,TANIMBUCA,Terminalia,amazonia,Combretaceae,0.8,7.8,5.2,12.8,1.5,14.02,146.02,77.96,11434.58,9943.97,13.93,marrom,média,cruzada ondulada,médio,pouco distintos,ausente,7
241,287,Trattinnickia burserifolia,AMESCLA,Trattinnickia,burserifolia,Burseraceae,0.44,7.2,5.1,11.8,1.41,9.61,76.3,44.13,4609.14,3098.91,8.24,marrom,média,cruzada irregular,médio,pouco distintos,linhas (radial),7
242,268,Virola michelii,VIROLA,Virola,michelii,Myristicaceae,0.5,9.9,4.7,14.8,2.11,11.87,95.32,51.19,6580.28,4628.75,9.9,marrom,média a fina,direita,médio,indistintos,"linhas estreitas (radial ), forma de V ou chama (tangencial )",2
243,274,Vochysia maxima,QUARUBA,Vochysia,maxima,Vochysiaceae,0.46,9.1,3.3,13.0,2.76,9.41,81.69,44.72,5383.86,3961.9,7.85,rosa,média a grossa,cruzada revessa,fraco,pouco distintos,ausente,5
244,148,Albizia pedicellaris = Macrosamanea pedicellaris,INGA-DE-PORCO,Albizia,pedicellaris,Mimosaceae,0.49,7.6,4.3,11.0,1.77,11.67,97.28,50.01,4746.43,4246.29,11.96,rosa,média,revessa,ausente,distintos,"pouco destacada, causada pelas linhas vasculares e em faixas longitudinais, devido às camadas de crescimento",63
245,17,Apuleia leiocarpa = Apuleia molaris,GARAPA,Apuleia,leiocarpa,Fabaceae,0.75,10.1,6.5,15.9,1.55,12.65,124.74,63.15,7305.97,8286.64,12.85,amarela,média,revessa,moderado,distintos,"em forma de V, causada pelas camadas de crescimento e em linhas horizontais onduladas e descontínuas, de cor mais clara que o restante da madeira, causadas pelo parênquima axial",3
246,41,Buchenavia tetraphylla = Buchenavia capitata,TANIMBUCA,Buchenavia,tetraphylla,Combretaceae,0.7,11.6,5.9,16.7,1.97,12.45,107.68,59.33,11110.96,7296.17,11.38,marrom,média,revessa,ausente,pouco distintos,"em forma de V, causada pelas camadas de crescimento",
247,55,Caryocar villosum,PEQUIÁ,Caryocar,villosum,Caryocaraceae,0.63,8.5,4.3,12.6,1.98,11.18,99.83,46.48,4864.11,5040.63,12.16,marrom,média,revessa,ausente,distintos,"de aspecto fibroso, causado pelas linhas vasculares pouco destacadas",335
248,58,Castilla ulei,CAUCHO,Castilla,ulei,Moraceae,0.39,10.5,6.2,16.1,1.69,8.92,55.8,36.77,2716.45,1392.55,5.88,branca,média,revessa,moderado,indistintos,"pouco destacada, causada pelas linhas vasculares",4
249,113,Ficus insipida,FIGUEIRA / GAMELEIRA,Ficus,insipida,Moraceae,0.36,9.7,5.0,14.1,1.94,7.94,61.59,37.66,2079.02,1196.41,6.47,branca,média,revessa,moderado,indistintos,"causada pelas linhas vasculares pouco destacadas e em forma de V, devido ao parênquima axial",55
250,145,Maclura tinctoria,AMORA / AMOREIRA,Maclura,tinctoria,Moraceae,0.73,5.9,3.2,9.4,1.84,12.65,153.47,86.1,11414.97,10610.82,15.59,amarela,média,revessa,acentuado,distintos,"em forma de 'U', causada pelas camadas de crescimento e em linhas horizontais onduladas e descontínuas, de cor mais clara que o restante da madeira, devido ao parênquima axial",
251,217,Qualea dinizii,MANDIOQUEIRA-ESCAMOSA,Qualea,dinizii,Vochysiaceae,,,,,,,,,,,,cinza,,,,,,
252,222,Sapium glandulosum = Sapium aereum,LEITEIRO,Sapium,glandulosum,Euphorbiaceae,0.4,7.8,4.2,12.1,1.86,9.9,70.02,43.44,2726.26,1686.75,6.86,branca,média,direita,ausente,indistintos,"causada pelas linhas vasculares  podem ocorrer manchas acinzentadas, causadas pelo ataque de fungos",
253,223,Sapium marmieri,BURRA-LEITEIRA,Sapium,marmieri,Euphorbiaceae,0.39,7.5,5.6,10.8,1.34,8.92,62.66,32.56,2294.76,1441.58,6.57,branca,média,direita,ausente,indistintos,"causada pelas linhas vasculares  podem ocorrer manchas acinzentadas, causadas pelo ataque de fungos",3
254,281,Senegalia polyphylla = Acacia polyphylla,MONJOLEIRO,Senegalia,polyphylla,Mimosaceae,0.6,10.1,4.9,14.0,2.06,12.94,104.54,57.86,6776.41,4864.11,11.47,marrom,"pouco destacada, causada pelas linhas vasculares",média,ausente,indistintos,"em linhas radiais, devido ao contraste dos raios quando atacados por fungos  podem ocorrer manchas acinzentadas, causadas pelo ataque de fungos",21
255,231,Simarouba amara,MARUPÁ,Simarouba,amara,Simaroubaceae,0.37,6.8,4.8,8.3,1.42,7.26,64.04,33.05,2706.64,1402.35,6.96,marrom,média,direita,moderado,indistintos,"pouco destacada, causada pelas linhas vasculares",19
256,234,Spondias mombin = Spondias lutea,CAJÁ,Spondias,mombin,Anacardiaceae,0.38,6.0,2.5,9.5,2.4,7.45,45.99,29.62,3304.85,2000.56,6.08,branca,média,direita,médio,indistintos,ausente,3
257,235,Spondias mombin = Spondias lutea,CAJÁ,Spondias,mombin,Anacardiaceae,0.38,7.4,4.2,10.4,1.76,7.75,46.78,30.89,2108.44,1196.41,5.79,branca,média,direita,ausente,indistintos,"pouco destacada, causada pelas linhas vasculares",21
258,236,Sterculia apeibophylla,AXIXÁ,Sterculia,apeibophylla,Sterculiaceae,0.47,10.6,5.4,15.4,1.96,10.49,84.24,46.09,4079.58,3049.88,8.83,marrom,grossa,direita,moderado,indistintos,causada pelas linhas vasculares e pelos raios destacados,15
259,271,Vochysia ferruginea,QUARUBA,Vochysia,ferruginea,Vochysiaceae,0.41,10.7,5.0,14.1,2.14,7.94,66.1,37.76,3157.75,,7.16,rosa,média,direita,ausente,pouco distintos,"em linhas vasculares pouco destacadas, em linhas horizontais onduladas e descontínuas, devido ao parênquima axial e ocasionalmente, em linhas longitudinais escuras, causadas pelos canais axiais",5
260,278,Zanthoxylum rhoifolium = Zanthoxylum regnelianum,MAMINHA-DE-PORCA,Zanthoxylum,rhoifolium,Rutaceae,0.5,8.6,5.8,11.4,1.48,10.79,106.6,51.48,5128.89,3520.6,9.61,marrom,média,direita,ausente,pouco distintos,"pouco destacada, causada pelas linhas vasculares e em forma de V, devido às camadas de crescimento",23
261,33,Brosimum acutifolium subsp interjectum,MURURÉ,Brosimum,acutifolium,Moraceae,0.55,7.8,4.8,12.6,1.63,11.67,100.03,54.62,6805.83,4981.79,9.71,marrom,média,cruzada revessa,fraco,indistintos,ausente,"2,5"
262,37,Brosimum rubescens,CONDURU / PAU-VERMELHO,Brosimum,rubescens,Moraceae,0.71,8.1,5.3,12.0,1.53,16.38,147.49,76.59,10650.05,9345.76,12.55,vermelha,média,revessa,ausente,distintos," em faixas longitudinais e em forma de V, causadas pelas camadas de crescimento",24
263,156,Mezilaurus itauba,ITAUBA,Mezilaurus,itauba,Lauraceae,0.68,6.8,3.0,10.1,2.27,10.59,109.15,55.41,5217.15,5432.9,8.43,oliva,média,variando de ondulada a entrecruzada,pouco brilho,,ausente ,
264,202,Pouteria guianensis,ABIURANA ,Pouteria,guianensis,Sapotaceae,0.83,8.95,5.09,13.34,1.76,,140.53,68.06,11797.43,12993.84,18.93,,média,ondulada,moderado,distintos,"pouco destacada, causada pelas linhas vasculares",
265,203,Pouteria oblanceolata,TUTURUBÁ ,Pouteria,oblanceolata,Sapotaceae,0.79,8.9,5.2,13.8,1.71,15.4,153.18,77.86,13199.78,13003.65,15.98,,fina,direita,ausente,pouco distintos,"pouco destacada, em linhas longitudinais onduladas e descontínuas, causadas pelo parênquima axial",8
266,215,Qualea brevipedicellata,MANDIOQUEIRA ,Qualea,brevipedicellata,Vochysiaceae,0.74,8.6,4.4,13.6,1.95,15.59,132.0,79.83,11032.51,9630.15,13.14,,média a grossa,cruzada reversa,moderado,distintos,"de aspecto fibroso acentuado, causado por destaque de parênquimas axial e linhas vasculares",32
267,226,Tachigali chrysophylla =Sclerolobium chrysophyllum,TAXI-PITOMBA,Tachigali,chrysophylla,Caesalpiniaceae,0.62,7.4,3.7,11.0,2.0,12.26,115.72,59.13,7668.82,5952.65,13.44, marrom ,média,cruzada irregular,forte,pouco distintos,linhas (radial),"11,5"
268,249,Tachigali glauca = Tachigali cf myrmecophila,TAXI ,Tachigali,glauca,Caesalpiniaceae,0.57,7.5,5.2,11.9,1.44,12.94,130.62,57.47,8600.45,7874.76,14.12,amarelo-oliva a marrom amarelado-claro,média,cruzada reversa a cruzada irregular,acentuado,indistintos,em linhas vasculares e faixas causadas por destaque de anéis de crescimento,
